technique,context_length,model,cache_size,rerank,cite,rag_nq,rag_hotpotqa,niah,recall_jsonkv,summ_multilex,icl_clinic,icl_banking
INT4,32k,Qwen3-8B-nothinking,default,14.417711104,14.683552256,15.15167744,14.665740288,11.00821504,13.895845888,13.662354944,13.681696768,13.56856576
INT8,32k,Qwen3-8B-nothinking,default,20.93157888,21.361328128,21.863330816,21.30715904,14.398005248,19.174460928,19.871085056,19.878019072,19.42931712
baseline,32k,Yarn-Qwen3-8B-nothinking,default,24.721685504,24.987526656,25.457683456,24.971615232,21.785974272,24.201212928,23.966329344,23.985671168,23.872610816
INT4,32k,Yarn-Qwen3-8B-nothinking,default,14.417711104,14.683552256,15.15167744,14.665740288,11.481016832,13.895845888,13.660339712,13.681696768,13.56856576
INT8,32k,Yarn-Qwen3-8B-nothinking,default,20.929056768,21.356234752,21.865436672,21.30969088,14.868160512,19.182216704,19.873369088,19.889027072,19.43788032
baseline,32k,DeepSeek-R1-Distill-Llama-8B,default,23.658800128,23.9479552,24.168347648,23.888876032,20.451510272,21.743958528,23.257573888,22.923635712,23.100021248
INT4,32k,DeepSeek-R1-Distill-Llama-8B,default,13.303425024,13.592580096,13.811817472,13.53330432,10.096618496,11.387575808,12.902198784,12.568260608,12.743910912
INT8,32k,DeepSeek-R1-Distill-Llama-8B,default,18.593156096,18.958529536,19.195741696,18.865343488,13.485258752,16.180138496,18.081957888,17.621939712,17.83790848
baseline,32k,Qwen3-8B,default,24.721685504,24.987526656,25.457683456,24.971615232,21.31218944,24.201212928,23.966329344,23.985671168,23.872610816
INT4,32k,Qwen3-8B,default,14.417711104,14.683552256,15.15167744,14.665740288,11.00821504,13.895845888,13.662354944,13.681696768,13.56856576
INT8,32k,Qwen3-8B,default,20.93157888,21.361328128,21.863330816,21.30713088,14.398005248,19.174460928,19.871085056,19.878019072,19.42931712
baseline,32k,Yarn-Qwen3-8B,default,24.721685504,24.987526656,25.457683456,24.971615232,21.785974272,24.201212928,23.966329344,23.985671168,23.872610816
INT4,32k,Yarn-Qwen3-8B,default,14.417711104,14.683552256,15.15167744,14.665740288,11.481016832,13.895845888,13.660339712,13.681696768,13.56856576
INT8,32k,Yarn-Qwen3-8B,default,20.929056768,21.356234752,21.865436672,21.30969088,14.868158464,19.182216704,19.873369088,19.889027072,19.43788032
minference,16k,Qwen2.5-7B-Instruct,default,19.781343744,19.749743616,19.881034752,19.815563264,19.173727744,19.57134336,19.341320704,19.438775296,19.438775296
minference,16k,Llama-3.1-8B-Instruct,default,22.259083264,22.394362368,22.34629888,22.412937216,21.76183296,20.702569984,21.830504448,21.632300544,21.779551232
minference,32k,Qwen2.5-7B-Instruct,default,24.373267968,24.339315712,24.493869056,24.365813248,23.472109568,23.800709632,23.631963648,,23.425332224
minference,32k,Llama-3.1-8B-Instruct,default,28.350007808,28.846144,29.1202688,28.70468608,27.965479936,25.263328256,27.822445568,,27.339803648
streamingllm_original,16k,Qwen2.5-7B-Instruct,default,18.504791552,18.48198656,18.570323968,18.505798144,18.069693952,18.354752,,,
streamingllm_original,16k,Llama-3.1-8B-Instruct,default,19.895273472,19.9746944,19.96530432,19.99042048,19.587470336,18.93302528,,,
streamingllm_original,32k,Qwen2.5-7B-Instruct,default,21.805711872,21.778735104,21.919724544,21.790800896,21.159548928,21.393485312,,,
streamingllm_original,32k,Llama-3.1-8B-Instruct,default,23.658804736,23.956002304,24.168352256,23.88888064,23.422655488,21.743963136,,,
duoattn,16k,Llama-3.1-8B-Instruct,sp0.5_pf32768,19.525081088,19.575159808,19.583114752,19.597802496,19.248264704,18.711900672,,19.218452992,19.297800704
duoattn,16k,DeepSeek-R1-Distill-Llama-8B,sp0.5_pf32768,19.520536064,19.594882048,19.586788352,19.5960192,19.246303232,18.712408576,,19.218452992,19.297800704
duoattn,32k,Llama-3.1-8B-Instruct,sp0.5_pf32768,22.660729856,22.879852032,23.093732352,22.845043712,22.444371968,21.047462912,,,
duoattn,32k,DeepSeek-R1-Distill-Llama-8B,sp0.5_pf32768,22.647244288,22.91057152,,22.846370304,20.683011584,21.046338048,,22.052007424,22.201138176
snapkv,16k,DeepSeek-R1-Distill-Qwen-7B,w256_c2048_k7_maxpool,19.72932352,19.694099456,20.015623168,19.744976896,19.194139136,19.538333184,19.263031808,,
snapkv,16k,DeepSeek-R1-Distill-Qwen-7B,w2048_c8192_k7_maxpool,29.678035968,29.5812352,30.47483904,29.753076736,28.014796288,28.999545344,28.2497664,,
snapkv,16k,Qwen2.5-7B-Instruct,w32_c4096_k7_maxpool,20.49763584,20.472247296,20.569115648,20.504637952,20.01312,20.334349824,,,
snapkv,16k,Qwen2.5-7B-Instruct,w32_c1024_k7_maxpool,19.264905728,19.239282688,19.336154112,19.273321984,18.782800384,19.103892992,,,
snapkv,16k,Qwen2.5-7B-Instruct,w32_c4096_k5_avgpool,20.498225664,20.472247296,20.569115648,20.504637952,,20.334349824,,,
snapkv,16k,Qwen2.5-7B-Instruct,w256_c2048_k7_maxpool,19.729212928,19.700749824,20.0155648,19.744805888,19.194515968,19.538305536,19.265450496,19.433634816,19.37972224
snapkv,16k,Qwen2.5-7B-Instruct,w2048_c8192_k7_maxpool,29.6773504,29.586801152,30.473569792,29.752428544,28.014728704,28.999009792,28.256409088,28.574010368,28.418811904
snapkv,16k,Llama-3.1-8B-Instruct,w32_c4096_k7_maxpool,22.41831936,22.507411968,22.493599232,22.522464256,22.074943488,21.358278656,,,
snapkv,16k,Llama-3.1-8B-Instruct,w32_c1024_k7_maxpool,20.808731648,20.902540288,20.882560512,20.914669568,20.4674048,19.74807552,,,
snapkv,16k,Llama-3.1-8B-Instruct,w32_c4096_k5_avgpool,22.41831936,22.507411968,22.493599232,22.522464256,,21.358278656,,,
snapkv,16k,Llama-3.1-8B-Instruct,w256_c2048_k7_maxpool,21.342473216,21.43308032,21.419300352,21.448722432,21.001201664,20.284536832,20.963211776,20.947260928,21.042451456
snapkv,16k,Llama-3.1-8B-Instruct,w2048_c8192_k7_maxpool,33.151491072,33.448434176,33.293178368,33.478735872,32.10087936,29.917617152,32.011791872,31.77205504,32.073339904
snapkv,16k,Qwen3-8B-nothinking,w256_c2048_k7_maxpool,,,,,,,21.764893184,,
snapkv,16k,Qwen3-8B-nothinking,w2048_c8192_k7_maxpool,,,,,,,33.532436992,,
snapkv,16k,Yarn-Qwen3-8B-nothinking,w256_c2048_k7_maxpool,,,,,,,21.764893184,,
snapkv,16k,Yarn-Qwen3-8B-nothinking,w2048_c8192_k7_maxpool,,,,,,,33.532436992,,
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c512_k7_maxpool,,,,,,,,20.14015744,20.237046784
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c512_k7_maxpool,,,,,,,,20.140247552,20.237723648
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c1024_k7_maxpool,,,,,,,,20.409362944,20.505621504
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w256_c512_k7_maxpool,,,,,,,,20.140247552,20.237723648
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c1024_k7_maxpool,,,,,,,,20.406121984,20.505515008
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c2048_k7_maxpool,,,,,,,,20.947260928,21.042451456
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c2048_k7_maxpool,,,,,,,,20.947260928,21.042451456
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w256_c2048_k7_maxpool,21.342473216,21.422560768,21.419300352,21.448722432,21.001201664,20.284536832,20.954259968,20.947260928,21.042451456
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w256_c1024_k7_maxpool,,,,,,,,20.409362944,20.505539584
snapkv,16k,DeepSeek-R1-Distill-Llama-8B,w2048_c8192_k7_maxpool,33.151491072,33.421450752,33.293178368,33.478735872,32.10087936,29.917617152,31.984623104,31.77205504,32.073339904
snapkv,16k,Qwen3-8B,w256_c2048_k7_maxpool,22.37624576,22.353292288,22.734713856,22.408662016,21.682341376,22.082215424,21.764893184,21.943593472,21.882042368
snapkv,16k,Qwen3-8B,w2048_c8192_k7_maxpool,35.331039744,35.21719552,36.325133312,35.427068928,33.224697344,34.467782656,33.532436992,33.904412672,33.715977216
snapkv,16k,Yarn-Qwen3-8B,w4096_c32768_k7_maxpool,,,,,28.585047552,,,,
snapkv,16k,Yarn-Qwen3-8B,w2048_c32768_k7_maxpool,,,,,28.585047552,,,,
snapkv,16k,Yarn-Qwen3-8B,w8192_c16384_k7_maxpool,,,,,28.585047552,,,,
snapkv,16k,Yarn-Qwen3-8B,w2048_c16384_k7_maxpool,,,,,28.585047552,,,,
snapkv,16k,Yarn-Qwen3-8B,w8192_c32768_k7_maxpool,,,,,28.585047552,,,,
snapkv,16k,Yarn-Qwen3-8B,w4096_c16384_k7_maxpool,,,,,28.585047552,,,,
snapkv,16k,Yarn-Qwen3-8B,w4096_c8192_k7_maxpool,,,,,42.442614272,,,,
snapkv,16k,Yarn-Qwen3-8B,w256_c2048_k7_maxpool,22.376468992,22.352733184,22.734713856,22.408662016,21.682341376,22.082215424,21.764893184,21.943593472,21.882042368
snapkv,16k,Yarn-Qwen3-8B,w2048_c8192_k7_maxpool,35.331039744,35.21719552,36.325133312,35.427068928,33.224697344,34.467782656,33.532436992,33.904412672,33.715977216
snapkv,32k,DeepSeek-R1-Distill-Qwen-7B,w256_c2048_k7_maxpool,23.33048576,23.55838976,23.982777856,23.539999232,15.384692224,22.874225152,22.690328064,22.717431808,22.621101056
snapkv,32k,DeepSeek-R1-Distill-Qwen-7B,w2048_c8192_k7_maxpool,40.73121536,41.458432,42.562733568,41.457900032,15.384692224,39.335348736,38.722379776,38.463003648,38.162521088
snapkv,32k,Qwen3-8B-thinking,w256_c2048_k7_maxpool,27.098465792,27.411499008,27.927041536,27.391063552,36.161867264,26.499942912,26.235044864,26.230560256,26.10042368
snapkv,32k,Qwen3-8B-thinking,w2048_c8192_k7_maxpool,49.30678528,50.238093312,51.603983872,50.246624768,36.161867264,47.542616576,46.780490752,46.403416064,46.003360768
snapkv,32k,Qwen2.5-7B-Instruct,w32_c4096_k7_maxpool,24.150601216,24.128745472,24.273216512,24.141448704,23.433520128,23.694623232,,,
snapkv,32k,Qwen2.5-7B-Instruct,w32_c1024_k7_maxpool,22.921596928,22.889803776,23.037699072,22.908317696,22.208160768,22.469188608,,,
snapkv,32k,Qwen2.5-7B-Instruct,w32_c4096_k5_avgpool,24.150601216,24.122379264,24.27275776,24.141448704,,23.694623232,,,
snapkv,32k,Qwen2.5-7B-Instruct,w256_c2048_k7_maxpool,23.329394176,23.55919872,23.984382464,23.54175744,28.6951552,22.874434048,22.694778368,22.71603968,22.621038592
snapkv,32k,Qwen2.5-7B-Instruct,w2048_c8192_k7_maxpool,40.731003392,41.465632256,42.561362432,41.457196032,28.6951552,39.334676992,38.729081856,38.462889984,38.162980864
snapkv,32k,Llama-3.1-8B-Instruct,w32_c4096_k7_maxpool,26.54986496,26.879729152,27.097839104,26.799439872,26.288090112,24.446528512,,,
snapkv,32k,Llama-3.1-8B-Instruct,w32_c1024_k7_maxpool,24.9386624,25.268550144,25.487803904,25.187718144,24.681731072,22.836880384,,,
snapkv,32k,Llama-3.1-8B-Instruct,w32_c4096_k5_avgpool,26.54986496,26.879729152,27.097839104,26.799439872,,24.446528512,,,
snapkv,32k,Llama-3.1-8B-Instruct,w256_c2048_k7_maxpool,25.478224384,25.804814848,26.024268288,25.728385536,33.673804288,23.372786688,25.048219648,24.658610688,24.843867136
snapkv,32k,Llama-3.1-8B-Instruct,w2048_c8192_k7_maxpool,45.863340544,46.924921344,47.361545728,46.57072128,33.673804288,39.444789248,44.57680384,43.001152512,43.567502336
snapkv,32k,Yarn-Qwen3-8B-thinking,w256_c2048_k7_maxpool,27.098465792,27.410833408,27.928057344,27.391063552,36.161867264,26.499942912,26.235708416,26.230560256,26.10042368
snapkv,32k,Yarn-Qwen3-8B-thinking,w2048_c8192_k7_maxpool,49.307741696,50.238093312,51.603983872,50.246370816,36.161867264,47.542616576,46.780490752,46.403416064,46.003360768
snapkv,32k,Qwen3-8B-nothinking,w256_c2048_k7_maxpool,27.098465792,27.411499008,27.927041536,27.391063552,36.161867264,26.499942912,26.235044864,26.230560256,26.10042368
snapkv,32k,Qwen3-8B-nothinking,w2048_c8192_k7_maxpool,49.30678528,50.238093312,51.603983872,50.246624768,36.161867264,47.542616576,46.780490752,46.403416064,46.003360768
snapkv,32k,Yarn-Qwen3-8B-nothinking,w256_c2048_k7_maxpool,27.098465792,27.410833408,27.928057344,27.391063552,36.161867264,26.499942912,26.235708416,26.230560256,26.10042368
snapkv,32k,Yarn-Qwen3-8B-nothinking,w2048_c8192_k7_maxpool,49.307741696,50.238093312,51.603983872,50.246370816,36.161867264,47.542616576,46.780490752,46.403416064,46.003360768
snapkv,32k,DeepSeek-R1-Distill-Llama-8B,w256_c2048_k7_maxpool,25.478588928,25.798923264,26.02409728,25.72648448,33.673804288,23.372786688,25.038400512,24.658610688,24.843867136
snapkv,32k,DeepSeek-R1-Distill-Llama-8B,w2048_c8192_k7_maxpool,45.863340544,46.8993152,47.361545728,46.57072128,33.673804288,39.444789248,44.55119872,43.001152512,43.567502336
snapkv,32k,Qwen3-8B,w256_c2048_k7_maxpool,27.098465792,27.411499008,27.927041536,27.391063552,36.161867264,26.499942912,26.235044864,26.230560256,26.10042368
snapkv,32k,Qwen3-8B,w2048_c8192_k7_maxpool,49.30678528,50.238093312,51.603983872,50.246624768,36.161867264,47.542616576,46.780490752,46.403416064,46.003360768
snapkv,32k,Yarn-Qwen3-8B,w256_c2048_k7_maxpool,27.098465792,27.410833408,27.928057344,27.391063552,36.161867264,26.499942912,26.235708416,26.230560256,26.10042368
snapkv,32k,Yarn-Qwen3-8B,w2048_c8192_k7_maxpool,49.307741696,50.238093312,51.603983872,50.246370816,36.161867264,47.542616576,46.780490752,46.403416064,46.003360768
