technique,context_length,model,cache_size,rerank,cite,rag_nq,rag_hotpotqa,niah,recall_jsonkv,icl_banking,icl_clinic
streamingllm,16k,DeepSeek-R1-Distill-Qwen-7B,n_local_4092_n_init_4,11.639641636721443,16.649274168874985,14.15067668213279,15.053195915772424,10.949584221869557,11.712903892707331,,
streamingllm,16k,Qwen2.5-7B-Instruct,n_local_4092_n_init_4,15.72817498784984,18.927613743659283,17.622300587885324,16.295689850097922,12.428509145926196,12.642280864176787,3.6917066492749813,4.307624724108803
streamingllm,16k,Qwen2.5-7B-Instruct,n_local_3968_n_init_128,16.251729598602953,18.82989542130531,16.685993734245535,14.47047461268498,,12.582751562044706,,
streamingllm,16k,Llama-3.1-8B-Instruct,n_local_4092_n_init_4,15.357827885967117,17.927134176395743,17.23144771343145,16.340885502281406,11.593519994991212,12.05453660754775,3.674701300104961,5.476898610723778
streamingllm,16k,Llama-3.1-8B-Instruct,n_local_3968_n_init_128,14.593735425472826,18.63329146108273,17.2926195155655,15.680833951519045,,12.047544673572466,,
streamingllm,16k,DeepSeek-R1-Distill-Llama-8B,n_local_4092_n_init_4,14.804466009131087,18.76539427044073,15.242504123290967,12.435926667871767,6.790701602152423,11.93145776135589,3.6766835672980096,5.471345398146435
streamingllm,16k,Qwen3-8B,n_local_4092_n_init_4,,,,,10.499963768237683,10.216343959387899,,
streamingllm,16k,Yarn-Qwen3-8B,n_local_4092_n_init_4,14.486810276387844,17.344634166771883,15.446413601143854,14.3724753204157,9.812013909515246,10.235107209624557,,
streamingllm,32k,Qwen2.5-7B-Instruct,n_local_4092_n_init_4,12.784145604072352,15.373764078929673,12.677332836326688,12.587977387515883,7.67951307087435,8.332819341204033,,
streamingllm,32k,Qwen2.5-7B-Instruct,n_local_3968_n_init_128,13.250038156604138,15.437138202499144,11.477608406918465,11.17041565631297,,8.873746296403723,,
streamingllm,32k,Llama-3.1-8B-Instruct,n_local_4092_n_init_4,12.255087518774317,10.838150454111698,12.272073686289227,12.237201458065433,7.015343332202681,10.124745664678587,,
streamingllm,32k,Llama-3.1-8B-Instruct,n_local_3968_n_init_128,12.542359085869933,10.306482004229617,12.483322909433603,11.48038853725227,,10.156882363277433,,
pyramidkv,16k,DeepSeek-R1-Distill-Qwen-7B,w2048_c8192_k7_avgpool,9.976351872404605,10.049857757953871,6.733700750927976,7.344010192834261,4.413497615676504,6.806562706011496,,
pyramidkv,16k,DeepSeek-R1-Distill-Qwen-7B,w256_c2048_k7_avgpool,21.662621509051732,19.447253372333957,16.048853028447443,17.228498748320582,11.60138635367036,16.340499910507184,,
pyramidkv,16k,Qwen2.5-7B-Instruct,w2048_c8192_k7_avgpool,10.554589086190177,6.409926663246928,8.118025759678172,7.8579195153913375,4.483441535586046,6.806572224160414,2.1131857664675384,2.0124422159703315
pyramidkv,16k,Qwen2.5-7B-Instruct,w32_c2048_k5_avgpool,23.210783801711276,17.817114850142627,19.318738256787995,17.895491019801533,13.085030131585782,17.80417565790016,,
pyramidkv,16k,Qwen2.5-7B-Instruct,w32_c4096_k5_avgpool,21.17933254506124,16.153266254177534,18.16959206523664,17.11496087383216,,16.74953697476069,,
pyramidkv,16k,Qwen2.5-7B-Instruct,w32_c64_k5_avgpool,25.010364768050707,23.97154118386905,21.018142302964037,20.81716386015508,13.73939046168077,17.287070677246778,,
pyramidkv,16k,Qwen2.5-7B-Instruct,w256_c2048_k7_avgpool,22.437970060804247,10.444742656937922,16.883662324922224,18.218231697960633,11.896332860232068,16.793742496212097,6.113968472856533,5.815733246174687
pyramidkv,16k,Llama-3.1-8B-Instruct,w2048_c8192_k7_avgpool,9.197531261494195,7.701797569757237,7.39257663746705,7.414612399971963,3.7506034184409156,6.082678299058001,1.7563587433560435,1.746454754630161
pyramidkv,16k,Llama-3.1-8B-Instruct,w32_c2048_k5_avgpool,22.794058524842747,22.550114535995895,19.958295556677786,19.66853176898557,12.372116483119889,19.362040096971846,,
pyramidkv,16k,Llama-3.1-8B-Instruct,w32_c4096_k5_avgpool,19.652674297821427,19.094770648886563,17.224320033560762,17.406708272387256,,16.65344475417858,,
pyramidkv,16k,Llama-3.1-8B-Instruct,w32_c64_k5_avgpool,24.147144013361004,24.6453829369283,20.515799764325156,20.92234179587363,12.67951085088154,20.13077007378058,,
pyramidkv,16k,Llama-3.1-8B-Instruct,w256_c2048_k7_avgpool,20.004286199757836,14.726653792595828,14.395193121905344,18.763338338440857,7.033092671079666,18.09390002922656,5.954403985778458,5.950712490975366
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c8192_k5_avgpool,,19.30301987810079,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c8192_k5_avgpool,,14.946768173601606,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w2048_c4096_k5_avgpool,,11.481029511706463,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w256_c512_k5_avgpool,,25.543520821298316,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w32_c8192_k5_avgpool,,15.820521715234127,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c1024_k7_avgpool,,,,,,,5.562329557101064,5.569941808410739
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c256_k5_avgpool,,25.717614566899716,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c1024_k5_avgpool,,25.652342861381744,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c4096_k5_avgpool,,21.046257160508134,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w32_c512_k5_avgpool,,25.347825799630314,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w1024_c4096_k5_avgpool,,15.171163675469709,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w256_c512_k7_avgpool,,,,,,,6.0534172422401795,6.035435098774594
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w512_c2048_k5_avgpool,,23.169268890162623,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c512_k5_avgpool,,25.577825322987334,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w512_c8192_k5_avgpool,,14.421594224767722,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c2048_k7_avgpool,,,,,,,6.068128230957006,6.045206232785043
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w1024_c8192_k5_avgpool,,14.40241016952481,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w256_c4096_k5_avgpool,,19.296474335510545,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w32_c256_k5_avgpool,,25.989198720545502,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w1024_c2048_k5_avgpool,,17.70317289539722,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c512_k5_avgpool,,25.994406258414795,,,,,,
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w64_c1024_k7_avgpool,,,,,,,6.109963667696438,6.110333437583936
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w2048_c8192_k7_avgpool,9.332557272605015,10.767661283609742,7.067238762612044,6.988763632073289,2.417622747310208,6.632520102802082,1.744506321416991,1.7503681563593423
pyramidkv,16k,DeepSeek-R1-Distill-Llama-8B,w128_c1024_k5_avgpool,,25.710227637142765,,,,,,
